Customer Code,Customer Name,Country Name,Employee ,Customer Type
C2075,TMS DRY LTD.,GEORGIA,STELLA,Inactive
C2074,TMS Tankers Ltd,GEORGIA,STELLA,Inactive
C2304,Tomini Infinity Ltd c/o Alpina Chartering Aps,DENMARK,SONNICH,Inactive
C2419,TOPAZ VESSEL LIMITED,,SONNICH,Inactive
C2383,Toprak Shipping & Trading Co.C/O Aleria Denizcilik ve Tic.A.Ş.,ISTANBUL,ARZU,Inactive
C0195,TPI SHIPPING JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C2267,TRADE RESOURCES LTD,SINGAPORE,Unassigned,Inactive
C1528,Trafigura Pte Ltd,SINGAPORE,STELLA,Inactive
C0882,TRANS HOLDINGS OVERSEAS S.A. AND/OR TRANS-SERVICE MARITIME AGENCY LTD,RUSSIAN FEDERATION,Unassigned,Inactive
C022604,TRANSATLANTICA COMMODITIES SA,LIBERIA,STELLA,Inactive
C0237,TRANSPOWER MARINE PTE LTD,SINGAPORE,KAREN,Inactive
C0796,TRANSWORLD FEEDERS FZCO,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2567,TRI MARINE INTERNATIONAL (PTE) LTD,SINGAPORE,CHONG HAN,Inactive
C0203,TRUONG LOC TRADING AND SHIPPING JSC,VIETNAM,Unassigned,Inactive
C0204,TRUONG MINH SHIPPING COMPANY LTD,VIETNAM,Unassigned,Inactive
C0205,TRUONG MINH SHIPPING JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C0206,TRUONG PHAT LOC SHIPPING TRADING JSC,VIETNAM,Unassigned,Inactive
C2552,TRUST BRIDGE PTE LTD,SINGAPORE,HYUKMIN,Inactive
C2718,TSL Shipping & Trading LLC,UNITED STATES OF AMERICA,KUROSH,Inactive
C2676, TUI UK LTD,UNITED KINGDOM,OMAR,Inactive
C2635,TUNA HOLDING INC.,ISTANBUL,Unassigned,Inactive
C0557,U-MING MARINE TRANSPORT (S) PTE LTD,SINGAPORE,KAREN,Inactive
C2529,UML MIDDLE EAST DMCC C/O UNITED MARITIME LOGISTICE (SWITZERLAND) SA,SWITZERLAND,VALERIO,Inactive
C2209,UNIBROS SHIPPING LIMITED,GEORGIA,Unassigned,Inactive
C0911,Unico Marine DWC LLC,UNITED ARAB EMIRATES,Unassigned,Inactive
C1239,UNIGROUP MARINE FUELS / UMF BUNKER LLP,RUSSIAN FEDERATION,DARIA,Inactive
C1547,UNIPER GLOBAL COMMODITIES SE,GERMANY,VALERIO,Inactive
C0207,UNISON ENGINEERING & CONSTRUCTION PVT LTD,INDIA,Unassigned,Inactive
C1127,United Arab Chemical Carriers Ltd.,UNITED ARAB EMIRATES,KUROSH,Inactive
C2063,URANUS OWNING COMPANY LTD C/O TMS BULKERS LTD,GEORGIA,STELLA,Inactive
C2657,Usi Shipping Ltd c/o Densa Tanker Isletmeciligi Ltd,TURKEY,ARZU,Inactive
C0209,VALAF DMCC,UNITED ARAB EMIRATES,Unassigned,Inactive
C2261,Valkur Limited Liability Company,RUSSIAN FEDERATION,KUROSH,Inactive
C0211,VAN AN GROUP CORPORATION,VIETNAM,Unassigned,Inactive
C1337,VARAMAR LTD,EUROPEAN UNION,MALEK,Inactive
C2246,VARNAVA LTD,MARSHALL ISLANDS,ARZU,Inactive
C0816,VASI SHIPPING PTE LTD,SINGAPORE,OMAR,Inactive
C0814,VICTORE SHIPS PRIVATE LTD,INDIA,Unassigned,Inactive
C0076,VIET CEMENT TERMINAL JSC,VIETNAM,Unassigned,Inactive
C0215,VIET PHU JSC,VIETNAM,Unassigned,Inactive
C0216,VIET TRUST SHIPPING CORPORATION,VIETNAM,Unassigned,Inactive
C0217,VIETHAN SHIPPING AND TRADING CO. LTD,VIETNAM,Unassigned,Inactive
C0218,Vietsea Company C/O Trust Company Complex,VIETNAM,Unassigned,Inactive
C0888,VINAM PETROL JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C2435,ViS TANKERS SRL,ITALY,VALERIO,Inactive
C0906,Visa Bulk Shipping Pte Ltd,SINGAPORE,Unassigned,Inactive
C0880,Vitaco Saigon Company Limited,VIETNAM,Unassigned,Inactive
C1311,VORTEX OFFSHORE DMC EST,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C0222,VTD EXPLOITATION & SHIP MANAGEMENT CO LTD,VIETNAM,Unassigned,Inactive
C2360,Waterstar Enterprises Corp,VIRGIN ISLANDS (BRITISH),SONNICH,Inactive
C0233,"WELL LINE CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Inactive
C2316,WEST AFRICAN FENDERS NIGERIA LIMITED,NIGERIA,MAAZ AHMED,Inactive
C2633,WESTBUNKER MARINE FUELS CO.,MARSHALL ISLANDS,ARZU,Inactive
C1530,Western Bulk Pte Ltd,SINGAPORE,VALERIO,Inactive
C1956,WhiteSea Shipping & Supply LLC FZC,UNITED ARAB EMIRATES,VAISHNAV,Inactive
C2329,Win Shipping Co. Ltd,CHINA,Unassigned,Inactive
C2699,WINDS TANKER CO LTD,MALTA,OMAR,Inactive
C0224,"WONGSAMUT MARITIME CO., LTD",THAILAND,KAREN,Inactive
C2420,"WONGSAMUT NAVIGATION CO.,LTD",THAILAND,KAREN,Inactive
C0613,WOOYANG SHIPPING CO LTD,"KOREA, REPUBLIC OF",HYUKMIN,Inactive
C0225,WORLD FUEL SERVICES (SINGAPORE) PTE LTD,SINGAPORE,Unassigned,Inactive
C2284,"WORLDWAY MARINE PANAMA CORP and/ or World Way Shipping Agency and Chartering Co.,Ltd",TAIWAN,Unassigned,Inactive
C0849,"WUHAN DATONG INDUSTRY CO., LTD",CHINA,Unassigned,Inactive
C2404,XIANGLONG SHIPPING CO LTD,CHINA,HYUKMIN,Inactive
C2455,XIN YUAN ENTERPRISES GROUP LTD,CHINA,CHONG HAN,Inactive
C0829,XO SHIPPING A/S,DENMARK,Unassigned,Inactive
C022600,XUAN HIEU GROUP JOINT STOCK COMPANY,VIETNAM,Unassigned,Inactive
C2376,YIHUI SHIPPING HONGKONG CO. LIMITED,CHINA,SASCHA,Inactive
C2238,ZEALAND AMSTERDAM BV c/o Q SHIPPING BV,TURKEY,ARZU,Inactive
C2468,ZEALAND DELILAH BV C/O Q SHIPPING BV,TURKEY,ARZU,Inactive
C0907,ZENITH SHIP MANAGEMENT SERVICES INT’L.,UNITED ARAB EMIRATES,Unassigned,Inactive
C0792,ZHANG HONG SHIPPING COMPANY LIMITED,TAIWAN,Unassigned,Inactive
C2616,ZHANXIN SHIPPING CO. LTD and/or KEYSHINE SHIPPING PTE LTD,CHINA,SASCHA,Inactive
C2221,Zion Shipping Limited,HONG KONG,Unassigned,Inactive
C2066,24VISION Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C0424,A.M. NOMIKOS TRANSWORLD MARITIME AGENCIES S.A.,GEORGIA,Unassigned,Potential
C0918,A.S. Maritime Management,UNITED ARAB EMIRATES,Unassigned,Potential
C1158,AA RANO NIGERIA LIMITED,NIGERIA,Unassigned,Potential
C0258,AAL NEWCASTLE SHIPPING CO LTD,CYPRUS,WILL ZHANG,Potential
C0919,Aalborg Industries A/S,UNITED ARAB EMIRATES,Unassigned,Potential
C0920,Aavanti Shipping & Chartering Ltd.,UNITED ARAB EMIRATES,Unassigned,Potential
C2203,Abanoz Shipping Ltd. Co /Lider Gemi San. Tur. Nak.ve Tic Ltd Şti,TURKEY,ARZU,Potential
C0921,Abdul Razzak Achour Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0922,Abdulla Nasser Al Misnad Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C1649,ABT,UNITED STATES OF AMERICA,Unassigned,Potential
C0923,Abu Dhabi Gas Industries Ltd.,UNITED ARAB EMIRATES,Unassigned,Potential
C0001,AC OIL PTE LTD,SINGAPORE,Unassigned,Potential
C0471,ACCESS CHARTERING & PROJECTS,INDIA,Unassigned,Potential
C1497,Ace Tankers,NETHERLANDS,Unassigned,Potential
C1650,ACL,UNITED STATES OF AMERICA,Unassigned,Potential
C0468,ACT FORWARDERS,INDIA,Unassigned,Potential
C2170,"Adakent Denizcilik, Ltd.",,Unassigned,Potential
C1693,ADAMS OFFSHORE W.L.L,BAHRAIN,Unassigned,Potential
C2336,Adani Bunkering Pvt. Ltd.,,Unassigned,Potential
C0413,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED (APSEZ),INDIA,Unassigned,Potential
C0826,ADANI SHIHPPING/LSS OCEAN TRANSPORT,,MAAZ AHMED,Potential
C0564,ADANI SHIPPING,,MAAZ AHMED,Potential
C0293,ADANI SHIPPING (CHINA) COMPANY LIMITED,CHINA,Unassigned,Potential
C1170,ADANI SHIPPING / LSS OCEAN TRANSPORT DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C0889,ADDAX,,SATNAM,Potential
C1176,ADEEMA GROUP,UNITED ARAB EMIRATES,Unassigned,Potential
C0320,ADELFIA SHIPPING ENTERPRISES S.A.,GEORGIA,Unassigned,Potential
ADM,ADM,,Unassigned,Potential
C1321,ADNATCO-NSGCO / ADNOC,UNITED ARAB EMIRATES,Unassigned,Potential
C1788,Adoulis Shipping & Marine Cargo,UNITED ARAB EMIRATES,Unassigned,Potential
C2431,AEGEAN,,Unassigned,Potential
C0784,AEGEAN BUNKERING (TRINIDAD) LTD,SINGAPORE,SATNAM,Potential
C0864,AEGEAN BUNKERING GERMANY GMBH,,SATNAM,Potential
C0798,AEGEAN BUNKERING JAMAICA,SINGAPORE,SATNAM,Potential
C0230,AEGEAN BUNKERING USA LLC,,SATNAM,Potential
C0365,AET TANKER HOLDINGS SENDIRIAN BERHAD,MALAYSIA,WILL ZHANG,Potential
C1444,Afalita Shipping,LITHUANIA,Unassigned,Potential
C0642,AFRICAN ROBIN SHIPPING CO LTD,NETHERLANDS,Unassigned,Potential
C0924,Age Trading,UNITED ARAB EMIRATES,Unassigned,Potential
C0925,Aggreko Middle East,UNITED ARAB EMIRATES,Unassigned,Potential
C1603,Ahlmark Lines AB,NORWAY,Unassigned,Potential
C1965,AHM Marine L.L.C.,UNITED ARAB EMIRATES,Unassigned,Potential
C0926,Ahmed Abu Ghazaleh & Sons Co. Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0927,Ajman Marine Services Co. LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1853,AJMAN MARINE SERVICES LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0713,AK SHIP MANAGEMENT & SERVICES (PRIVATE) LIMITED,BANGLADESH,Unassigned,Potential
C2102,Akar Denizcilik ve Tic.,TURKEY,ARZU,Potential
C1665,AKBASOGLU Group,TURKEY,Unassigned,Potential
C2103,AKDENIZ RORO DENIZ TAS.TUR.SAN. VE TIC. LTD. STI.,TURKEY,ARZU,Potential
C2104,AKMAR HOLDING A.S.,TURKEY,Unassigned,Potential
C1666,AKMAR SHIPPING,TURKEY,Unassigned,Potential
C2172,AKMAR SHIPPING &TRADING S.A.,,Unassigned,Potential
C2132,Akmar Shipping&Trading S.A.,ISTANBUL,Unassigned,Potential
C1749,AKN World Trade,UNITED ARAB EMIRATES,Unassigned,Potential
C0928,Akron Trade & Transport FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C0887,AL ARABIA BUNKERING COMPANY,SINGAPORE,Unassigned,Potential
C2289,Al Arabia Bunkering Company LLC,,SATNAM,Potential
C1172,AL GHURAIR RESOURCES,UNITED ARAB EMIRATES,Unassigned,Potential
C0930,Al Jaber Shipping Agency,UNITED ARAB EMIRATES,Unassigned,Potential
C0994,Al Jazeera Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C1694,AL JAZEERA SHIPPING COMPANY W.L.L,BAHRAIN,Unassigned,Potential
C1296,AL JERF SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0931,Al Khaleej Sugar Co,UNITED ARAB EMIRATES,Unassigned,Potential
C0932,Al Khalejia for Aggregates,UNITED ARAB EMIRATES,Unassigned,Potential
C0933,Al Mansoori Production Services (L.L.C.),UNITED ARAB EMIRATES,Unassigned,Potential
C1855,Al Masaood Marine Transport,UNITED ARAB EMIRATES,Unassigned,Potential
C0934,AL MATAF SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0935,Al Nasser Industrial Enterprises Co LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1856,Al Qamarain Shipping Co LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0563,AL RAFEDAIN MARINE SERVICES,,Unassigned,Potential
C1189,AL RAFEDAIN MARINE SERVICES LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1760,Al Rahman Marine Services,UNITED ARAB EMIRATES,Unassigned,Potential
C1784,Al Reyami Technical Services,UNITED ARAB EMIRATES,Unassigned,Potential
C0936,Al Sindbad Shipping & Marine,UNITED ARAB EMIRATES,Unassigned,Potential
C1756,Al Wataniya Concrete Co. Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0301,ALBATROSS MARINE SERVICES,INDIA,Unassigned,Potential
C0302,ALBATROSS SHIPPING AGENCIES PRIVATE LIMITED,INDIA,Unassigned,Potential
C1384,ALBROS SHIPPING AND TRADING,TURKEY,Unassigned,Potential
C2145,ALCO Shipping,,Unassigned,Potential
C1377,Alcos Transport Ltd,BULGARIA,Unassigned,Potential
C0937,ALE Heavy-lift,UNITED ARAB EMIRATES,Unassigned,Potential
C1268,ALE MIDDLE EAST,UNITED ARAB EMIRATES,Unassigned,Potential
C0006,ALE MIDDLE EAST LLC,UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C1215,ALI HUMAID SHIPPING LINES,UNITED ARAB EMIRATES,Unassigned,Potential
C2325,ALIING CO LTD,,Unassigned,Potential
C0345,ALIOS BULKERS LIMITED,GEORGIA,Unassigned,Potential
C0305,ALLCARGO LOGISTICS LIMITED,INDIA,Unassigned,Potential
C0938,allegheny energy inc,UNITED ARAB EMIRATES,Unassigned,Potential
C1479,Alliance Maritime,NETHERLANDS,Unassigned,Potential
C0939,Allianz Marine Services LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1253,ALLIED MARINE,UNITED ARAB EMIRATES,Unassigned,Potential
C2326,ALLING CO LTD,,Unassigned,Potential
C0007,ALLSEAS MARINE S.A.,GEORGIA,Unassigned,Potential
V0499,ALMAREL INTERNATIONAL LTD,GEORGIA,Unassigned,Potential
C1564,Alpha Reefer Transport GmbH,GERMANY,Unassigned,Potential
C0008,ALPHA TRADING SPA,ITALY,Unassigned,Potential
C0940,Alsaa Group,UNITED ARAB EMIRATES,Unassigned,Potential
C0941,Alta Marine,UNITED ARAB EMIRATES,Unassigned,Potential
C1655,Alterna,UNITED STATES OF AMERICA,Unassigned,Potential
C1750,Altrabot Diving Equipment,UNITED ARAB EMIRATES,Unassigned,Potential
C1549,Amaggi SA,SWITZERLAND,Unassigned,Potential
C0899,Amalthia Marine Inc.,GEORGIA,Unassigned,Potential
C2391,Amarante Shipping Pte. Ltd,SINGAPORE,KAREN,Potential
C0509,AMARISSA SHIPPING CO LTD,GEORGIA,Unassigned,Potential
C1857,Amasco,UNITED ARAB EMIRATES,Unassigned,Potential
C1351,Amasus,NETHERLANDS,Unassigned,Potential
C0682,AMBA SHIPPING & LOGISTICS PVT,INDIA,Unassigned,Potential
C1970,Ambuja Cements,INDIA,Unassigned,Potential
C0310,Ambuja Cements Limited,INDIA,Unassigned,Potential
C1369,American Eagle Tankers,UNITED STATES OF AMERICA,Unassigned,Potential
C0942,Amesco FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C1626,AMORETTI Armatori Group,ITALY,Unassigned,Potential
C2357,Amurskaya Neftebaza,,Unassigned,Potential
C0010,AN THANG CO LTD,VIETNAM,Unassigned,Potential
C1648,Andeavor,UNITED STATES OF AMERICA,Unassigned,Potential
C1390,Andros Maritime Agencies,UNITED KINGDOM,Unassigned,Potential
C0389,ANGLO-EASTERN ANTWERP NV,BELGIUM,Unassigned,Potential
C2582,ANGLO-EASTERN SHIPMANAGEMENT (S) PTE LTD,SINGAPORE,Unassigned,Potential
C0671,ANTARES MARITIME PTE LTD,UNITED KINGDOM,Unassigned,Potential
C2786,Antilles Trading Company Sezc.,,Unassigned,Potential
C0323,APEEJAY SHIPPING LIMITED,INDIA,Unassigned,Potential
C0469,APEX MARINTRANS PVT LTD,INDIA,Unassigned,Potential
C0324,APL LIMITED,SINGAPORE,WILL ZHANG,Potential
C1229,APT GLOBAL MARINE SERVICES CO WLL,QATAR,Unassigned,Potential
C0943,Aqua Diving Services Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C0274,AQUAHOLIC MARINE INC,GEORGIA,Unassigned,Potential
C0944,AQUAMAR SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1458,Aquarius,LATVIA,Unassigned,Potential
C1335,Aquavita International SA,EUROPEAN UNION,Unassigned,Potential
C1711,ARAB MARITIME PETROLEUM TRANSPORT COMPANY (A.M.P.T.C),EGYPT,Unassigned,Potential
C0304,ARAB MARITIME PETROLEUM TRANSPORT COMPANY (AMPTC),EGYPT,MAAZ AHMED,Potential
C1769,Arab Ocean Shipping Agencies,UNITED ARAB EMIRATES,Unassigned,Potential
C0945,Arab Tanker Services Company,UNITED ARAB EMIRATES,Unassigned,Potential
C0946,Arabian Coast Cargo Services,UNITED ARAB EMIRATES,Unassigned,Potential
C0700,ARCADIA SHIPPING LIMITED,INDIA,Unassigned,Potential
C1516,ArcelorMittal,UNITED KINGDOM,Unassigned,Potential
C0947,Archirodon Construction Dubai Branch,UNITED ARAB EMIRATES,Unassigned,Potential
C1426,Areti (Itera),SWITZERLAND,Unassigned,Potential
C0720,ARGO GLOBAL TRADING FZE,UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C0845,ARGO OPERATIONS,INDIA,Unassigned,Potential
C1546,Argonaut AB,SWEDEN,Unassigned,Potential
C1772,Aries Ship Management,UNITED ARAB EMIRATES,Unassigned,Potential
C1449,Arijus UAB,LITHUANIA,Unassigned,Potential
C0948,Arina Offshore,UNITED ARAB EMIRATES,Unassigned,Potential
C1451,Arion Shipping,POLAND,Unassigned,Potential
C1248,ARKA GLOBAL MARINE LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2388,ARKAS,,Unassigned,Potential
C0699,Arkay Sea Logistics Ltd,INDIA,Unassigned,Potential
C1352,Arklow Shipping,IRELAND,Unassigned,Potential
C0014,ARKSTAR SHIPMANAGEMENT PTE LTD,SINGAPORE,WILL ZHANG,Potential
C0949,Armada Offshore DMCEST,UNITED ARAB EMIRATES,Unassigned,Potential
C0891,AROANIA MARITIME S.A.,GEORGIA,Unassigned,Potential
C0950,Art Marine LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2142,ARTEMIZ MARINE SERVICES JLT,UNITED ARAB EMIRATES,Unassigned,Potential
C0405,ARYA GROUP,INDIA,Unassigned,Potential
C0333,ASAHI SHIPPING CO LTD,JAPAN,WILL ZHANG,Potential
C1729,ASCA Maritime FZE (UAE),UNITED ARAB EMIRATES,Unassigned,Potential
C0951,Aschurch Holdings c/o,UNITED ARAB EMIRATES,Unassigned,Potential
C0017,ASIA BITUMEN TRADING PTE LTD,SINGAPORE,Unassigned,Potential
C2278,"Asia Marine Co.,Ltd.",TAIWAN,Unassigned,Potential
C0532,ASIAN SHIPPING LTD-HKG,HONG KONG,Unassigned,Potential
C1582,ASL shipping,CYPRUS,Unassigned,Potential
C0992,ASM Shipping Ltd,INDIA,Unassigned,Potential
C1579,Assodivers,CYPRUS,Unassigned,Potential
C0952,AST Enterprises,UNITED ARAB EMIRATES,Unassigned,Potential
C0667,ASTERION ENTERPRISES SA,UNITED KINGDOM,Unassigned,Potential
C0953,Astro Offshore Pte Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C2361,Atlantic Aardolieproductenmij. B.V.,,Unassigned,Potential
C0954,Atlantic Bluewater Serivces Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0019,ATLANTIC CONTAINER AS,,Unassigned,Potential
C2560,ATLANTIC CONTAINER LINES,ITALY,VALERIO,Potential
C0955,ATLANTIC MARITIME GROUP FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C0956,Atlantic Offshore Services LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0957,Atlantic Oil Services,UNITED ARAB EMIRATES,Unassigned,Potential
C1206,ATLANTIC PALAEMON SHIPPING DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C1684,Atlantic Tankers,TURKEY,Unassigned,Potential
C0334,ATLANTIS MANAGEMENT INCORPORATED,GEORGIA,Unassigned,Potential
C1411,Atlantska Plovidba,CROATIA,Unassigned,Potential
C1810,Atlas Marine Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
V0613,ATOZ MARITIME PTE LTD,SINGAPORE,Unassigned,Potential
C0958,Atro Shipping Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C2022,Attar Logistics Ltd,INDIA,Unassigned,Potential
C1299,AUBURN SHIP MANAGEMENT,UNITED ARAB EMIRATES,Unassigned,Potential
C0277,AUERBACH SCHIFF 3 GMBH & CO KG,GERMANY,Unassigned,Potential
C1627,AUGUSTEA MARITIME TRANSPORTATION LTD,MALTA,VALERIO,Potential
C0686,AURORA TANKERS MANAGEMENT PRIVATE LIMITED,SINGAPORE,WILL ZHANG,Potential
C0959,Australian Marine Technology,UNITED ARAB EMIRATES,Unassigned,Potential
C0960,Auto Chartering International,UNITED ARAB EMIRATES,Unassigned,Potential
C2080,Avani Resources Pte Ltd,SINGAPORE,Unassigned,Potential
C1425,Averton Bulk,EUROPEAN UNION,Unassigned,Potential
C2569,AVRA SHIPPING PTE LTD,SINGAPORE,CHONG HAN,Potential
C1161,AWARTISE NIGERIA LIMITED,NIGERIA,Unassigned,Potential
C1661,Axereal,FRANCE,Unassigned,Potential
C0371,AXIS BULK CARRIERS INCORPORATED,GEORGIA,Unassigned,Potential
C0914,Aza Shipping Pvt Ltd,INDIA,Unassigned,Potential
C1277,AZAL SHIPPING,UNITED ARAB EMIRATES,Unassigned,Potential
C1154,AZIMUTH SHIPPING LINES,NIGERIA,Unassigned,Potential
C2849,Azul Vista Shipping Corp c/o Imza Denizcilik,MARSHALL ISLANDS,CAN,Potential
C0196,B & L TRANSOIL (HOLDINGS)  LTD,GEORGIA,Unassigned,Potential
C1463,B.G. Freight Line B.V.,NETHERLANDS,Unassigned,Potential
C1859,Babil Marine Shipping Services,UNITED ARAB EMIRATES,Unassigned,Potential
C1405,Bactec,UNITED KINGDOM,Unassigned,Potential
C1766,Bahrain Bulk Trade Co,UNITED ARAB EMIRATES,Unassigned,Potential
C0995,Bahrain Mineral Co WLL,BAHRAIN,Unassigned,Potential
C1690,BAHRAIN MINERAL COMPANY W.L.L,BAHRAIN,Unassigned,Potential
C2137,BAHRI / MIDEAST SHIP MANAGEMENT LIMITED,UNITED ARAB EMIRATES,Unassigned,Potential
V0407,BAHRI SHIP MGMT,UNITED ARAB EMIRATES,Unassigned,Potential
C2216,BAKRI NAVIGATION,UNITED ARAB EMIRATES,Unassigned,Potential
C1514,Baleària,SPAIN,Unassigned,Potential
C1476,Balt Flot Tanker,RUSSIAN FEDERATION,Unassigned,Potential
C1360,Baltic Shipping,DENMARK,Unassigned,Potential
C1461,Baltic Shipping ru,RUSSIAN FEDERATION,Unassigned,Potential
C1453,Baltnautic Shipping,LITHUANIA,Unassigned,Potential
C2307,Baltnav Singapore Pte Ltd,,KUROSH,Potential
C1726,BAM Higgs & Hill LLC (UAE),UNITED ARAB EMIRATES,Unassigned,Potential
C0517,BARAT SHIPPING LTD,INDIA,Unassigned,Potential
C2558,BASSEM DABBAH SHIPPING INC,CROATIA,VALERIO,Potential
C1816,Basundhara Group,BANGLADESH,Unassigned,Potential
C0961,Batroun Ship Brokers,UNITED ARAB EMIRATES,Unassigned,Potential
C0343,BBC CHARTERING & LOGISTIC GMBH,GERMANY,Unassigned,Potential
C0278,BC MUMBAI SHIPPING LTD,GERMANY,Unassigned,Potential
C2197,BEKS GEMI ISLETMECILIGI TIC.A.S.,TURKEY,ARZU,Potential
C2173,Beks Ship Management And Trading S.A,,Unassigned,Potential
C1364,Belfreight,RUSSIAN FEDERATION,Unassigned,Potential
C0962,Belgomar DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
"BEN LINE, SINGAPORE","BEN LINE, SINGAPORE",,Unassigned,Potential
C0446,BENELUX OVERSEAS INCORPORATED,GEORGIA,Unassigned,Potential
C2702,BENETECH SHIPPING SA,GREECE,STELLA,Potential
C1590,Bergen shipping,NORWAY,Unassigned,Potential
C0022,BERLIAN LAJU TANKER,,Unassigned,Potential
C0740,BERNHARD SCHULTE-CHR,CHINA,Unassigned,Potential
C1529,Bery Maritime,NORWAY,Unassigned,Potential
C2088,Besiktas,TURKEY,Unassigned,Potential
C1375,Besiktas Group,TURKEY,Unassigned,Potential
C2106,BEŞİKTAŞ LİKİD TAŞIMACILIK DENİZCİLİK TİCARET A.Ş.,TURKEY,ARZU,Potential
C1454,Beyaz Shipping,TURKEY,Unassigned,Potential
C0963,BFC International FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C0964,BGP,UNITED ARAB EMIRATES,Unassigned,Potential
C0965,BGP International Equipment (M.E.) FZE,UNITED ARAB EMIRATES,Unassigned,Potential
V0611,BHT CONSULTANTS LTD,UNITED KINGDOM,Unassigned,Potential
C0313,BIA SHIPPING COMPANY S.R.L.,ROMANIA,Unassigned,Potential
C1395,Bibby Line Limited,UNITED KINGDOM,Unassigned,Potential
C0966,Big Port Service DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
V0725,Big SA,,Unassigned,Potential
C1736,Bilal Marine Contracting LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0023,BINH MINH INT'L SUNRISE SHIPPING JSC,,Unassigned,Potential
C0878,BINTAI KINDENKO PTE LTD,SINGAPORE,Unassigned,Potential
C0024,"BITUMEN MARINE CO., LTD",THAILAND,Unassigned,Potential
C0967,BKR Tankers KS,UNITED ARAB EMIRATES,Unassigned,Potential
C1282,BLACK SEA SHIP MANAGEMENT LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0715,BLPL LOGISTICS (SINGAPORE) PTE LTD.,SINGAPORE,WILL ZHANG,Potential
C0330,BLUE FIN TANKERS INC,UNITED STATES OF AMERICA,Unassigned,Potential
C1715,BLUE FLEET MANAGEMENT COMPANY LIMITED / BLUE FLEET GROUP,GEORGIA,Unassigned,Potential
C1861,Blue Lines Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C0968,Blue Lines Shipping Dmcest,UNITED ARAB EMIRATES,Unassigned,Potential
C0969,BLUE OCEAN SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0449,BLUE SEAS SHIPPING S.A.,GEORGIA,Unassigned,Potential
C0749,BMAX SHIPPING 5225 LTD,NETHERLANDS,Unassigned,Potential
C0970,BMC Line Shipping Services LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1682,BMZ Group,TURKEY,Unassigned,Potential
C1391,Bocimar,BELGIUM,Unassigned,Potential
C0395,Bocimar International NV,BELGIUM,Unassigned,Potential
C1621,Boluda,SPAIN,Unassigned,Potential
C2453,"Bomin Atlantic, L.L.C",,SATNAM,Potential
C2300,Bomin Deutschland GmbH & Co. KG,,Unassigned,Potential
C0875,BOMIN HK,HONG KONG,SATNAM,Potential
C0027,BOMINFLOT LIMITED,UNITED KINGDOM,Unassigned,Potential
C1490,Borchard Lines,UNITED KINGDOM,Unassigned,Potential
C1413,Borealis Maritime,UNITED KINGDOM,Unassigned,Potential
C0971,Borkan General Trading Company,UNITED ARAB EMIRATES,Unassigned,Potential
C1314,BORKAN GENERAL TRADING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
